experiment,exp_type,strain,temperature,salinity_m,reading,day,st,od,od1,od2,od3,baseline_st,delta_gamma,delta_gamma_OD,wgs_code,species,environment,has_lipopeptide_bgc,bgc_type_lipopeptide,has_wgs
exp9,temp_salinity,SW2BHB1,4°C,0.5,4,7,67.51,0.124,0.122,0.122,0.128,69.92,2.4099999999999966,19.435483870967715,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,4,7,67.35,0.041666666666666664,0.042,0.044,0.039,70.01,2.660000000000011,63.84000000000026,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,4,7,65.69,0.10766666666666667,0.109,0.107,0.107,69.94,4.25,39.473684210526315,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,4,7,59.57,0.19866666666666669,0.207,0.201,0.188,69.84,10.270000000000003,51.69463087248323,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,4,7,58.28,0.12266666666666666,0.121,0.123,0.124,69.76,11.480000000000004,93.58695652173917,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,4,7,62.79,0.042333333333333334,0.041,0.045,0.041,69.97,7.18,169.60629921259843,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,4,7,45.24,0.21333333333333335,0.212,0.211,0.217,70.13,24.889999999999993,116.67187499999996,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,4,7,45.24,0.2996666666666667,0.3,0.303,0.296,69.88,24.639999999999993,82.2246941045606,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,4,7,52.83,0.24466666666666667,0.24,0.241,0.253,69.87,17.040000000000006,69.64577656675752,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,4,7,53.48,0.16666666666666666,0.168,0.165,0.167,69.78,16.300000000000004,97.80000000000003,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,4,7,64.89,0.18200000000000002,0.177,0.179,0.19,69.89,5,27.47252747252747,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,4,7,68.84,0.2933333333333333,0.296,0.288,0.296,69.98,1.1400000000000006,3.886363636363639,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,4,7,43.36,0.22466666666666668,0.221,0.224,0.229,69.79,26.430000000000007,117.64094955489617,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,4,7,46.46,0.21333333333333335,0.21,0.214,0.216,70.09,23.630000000000003,110.765625,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,4,7,58.63,0.2936666666666667,0.288,0.295,0.298,70.19,11.559999999999995,39.36435868331439,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,4,7,52.77,0.21733333333333335,0.215,0.217,0.22,69.69,16.919999999999995,77.85276073619629,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,4,7,61.1,0.22766666666666668,0.222,0.232,0.229,70.21,9.109999999999992,40.014641288433346,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,4,7,62.61,0.23166666666666666,0.237,0.23,0.228,69.76,7.150000000000006,30.863309352518012,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,0.5,5,9,65.5,0.12,0.14,0.111,0.109,69.92,4.420000000000002,36.83333333333335,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,5,9,68.08,0.042333333333333334,0.052,0.038,0.037,70.01,1.9300000000000068,45.59055118110252,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,5,9,66.53,0.11433333333333333,0.127,0.106,0.11,69.94,3.4099999999999966,29.82507288629735,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,5,9,59.39,0.20933333333333334,0.196,0.214,0.218,69.84,10.450000000000003,49.920382165605105,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,5,9,59.59,0.132,0.13,0.134,0.132,69.76,10.170000000000002,77.04545454545456,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,5,9,65.1,0.04800000000000001,0.046,0.052,0.046,69.97,4.8700000000000045,101.45833333333341,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,5,9,47.13,0.20333333333333337,0.201,0.21,0.199,70.13,22.999999999999993,113.1147540983606,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,5,9,48.65,0.251,0.267,0.245,0.241,69.88,21.229999999999997,84.5816733067729,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,5,9,61.21,0.2876666666666667,0.288,0.283,0.292,69.87,8.660000000000004,30.1042873696408,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,5,9,59.19,0.15433333333333332,0.153,0.154,0.156,69.78,10.590000000000003,68.61771058315337,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,5,9,67.65,0.18633333333333332,0.182,0.183,0.194,69.89,2.239999999999995,12.02146690518781,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,5,9,66.42,0.24566666666666667,0.253,0.24,0.244,69.98,3.5600000000000023,14.491180461329725,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,5,9,42.76,0.22433333333333336,0.225,0.22,0.228,69.79,27.03000000000001,120.49034175334326,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,5,9,47.88,0.20199999999999999,0.199,0.202,0.205,70.09,22.21,109.95049504950497,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,5,9,60.5,0.324,0.328,0.323,0.321,70.19,9.689999999999998,29.9074074074074,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,5,9,61.44,0.19433333333333333,0.194,0.189,0.2,69.69,8.25,42.45283018867924,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,5,9,64.35,0.217,0.214,0.219,0.218,70.21,5.859999999999999,27.004608294930872,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,5,9,59.09,0.21533333333333335,0.209,0.215,0.222,69.76,10.670000000000002,49.55108359133127,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,0.5,6,11,63.62,0.21333333333333335,0.211,0.212,0.217,69.92,6.300000000000004,29.531250000000018,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1,6,11,46.22,0.20200000000000004,0.202,0.201,0.203,70.01,23.790000000000006,117.77227722772278,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,4°C,1.5,6,11,52.14,0.2753333333333334,0.277,0.274,0.275,69.94,17.799999999999997,64.64891041162225,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,0.5,6,11,48.59,0.21333333333333335,0.214,0.211,0.215,69.84,21.25,99.609375,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1,6,11,56.9,0.205,0.202,0.208,0.205,69.76,12.860000000000007,62.73170731707321,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,4°C,1.5,6,11,57.69,0.18499999999999997,0.187,0.187,0.181,69.97,12.280000000000001,66.3783783783784,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,0.5,6,11,42.58,0.21,0.209,0.211,0.21,70.13,27.549999999999997,131.19047619047618,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1,6,11,44.27,0.2913333333333333,0.289,0.291,0.294,69.88,25.609999999999992,87.90617848970251,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,15°C,1.5,6,11,58.86,0.31433333333333335,0.308,0.32,0.315,69.87,11.010000000000005,35.026511134676575,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,0.5,6,11,56.81,0.20000000000000004,0.201,0.198,0.201,69.78,12.969999999999999,64.84999999999998,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1,6,11,62.38,0.19699999999999998,0.202,0.199,0.19,69.89,7.509999999999998,38.12182741116751,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,15°C,1.5,6,11,66.45,0.29033333333333333,0.297,0.286,0.288,69.98,3.530000000000001,12.158438576349027,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,0.5,6,11,58.53,0.3076666666666667,0.308,0.308,0.307,69.79,11.260000000000005,36.59804983748647,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1,6,11,58.7,0.18833333333333332,0.186,0.188,0.191,70.09,11.39,60.4778761061947,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,SW2BHB1,30°C,1.5,6,11,59.67,0.245,0.241,0.249,0.245,70.19,10.519999999999996,42.93877551020407,A12,B. pumilus,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,0.5,6,11,50.85,0.21566666666666667,0.219,0.216,0.212,69.69,18.839999999999996,87.35703245749612,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1,6,11,60.87,0.21933333333333335,0.214,0.223,0.221,70.21,9.339999999999996,42.5835866261398,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp9,temp_salinity,M2-3-i9,30°C,1.5,6,11,66.82,0.22333333333333336,0.224,0.229,0.217,69.76,2.940000000000012,13.164179104477665,A9,B. zhangzhouensis,Qaidam,TRUE,Lichenysin,TRUE
exp10,temp_salinity,SW2C3,4°C,0.5,1,1,69.99,0.023000000000000003,0.021,0.024,0.024,69.99,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1,1,1,69.89,0.02366666666666667,0.023,0.023,0.025,69.89,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1.5,1,1,70.1,0.026,0.028,0.024,0.026,70.1,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,4°C,0.5,1,1,69.97,0.029333333333333333,0.029,0.029,0.03,69.97,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1,1,1,69.92,0.023333333333333334,0.023,0.024,0.023,69.92,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1.5,1,1,69.82,0.028666666666666663,0.025,0.031,0.03,69.82,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,15°C,0.5,1,1,69.8,0.032,0.029,0.033,0.034,69.8,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1,1,1,69.98,0.03333333333333333,0.03,0.035,0.035,69.98,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1.5,1,1,69.88,0.03266666666666667,0.029,0.036,0.033,69.88,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,15°C,0.5,1,1,69.97,0.034333333333333334,0.033,0.035,0.035,69.97,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1,1,1,70.12,0.028333333333333332,0.027,0.027,0.031,70.12,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1.5,1,1,70.09,0.037000000000000005,0.031,0.041,0.039,70.09,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,30°C,0.5,1,1,69.83,0.03466666666666667,0.033,0.034,0.037,69.83,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1,1,1,70.29,0.023333333333333334,0.023,0.023,0.024,70.29,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1.5,1,1,70.17,0.034,0.034,0.032,0.036,70.17,0,0,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,30°C,0.5,1,1,69.86,0.034,0.035,0.033,0.034,69.86,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1,1,1,70.14,0.03,0.026,0.035,0.029,70.14,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1.5,1,1,70.04,0.037333333333333336,0.035,0.041,0.036,70.04,0,0,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,4°C,0.5,2,3,68.99,0.09633333333333334,0.097,0.098,0.094,69.99,1,10.380622837370241,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1,2,3,68.7,0.03866666666666666,0.041,0.038,0.037,69.89,1.1899999999999977,30.775862068965463,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1.5,2,3,67.79,0.037,0.039,0.037,0.035,70.1,2.309999999999988,62.432432432432115,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,4°C,0.5,2,3,67.74,0.028666666666666663,0.026,0.029,0.031,69.97,2.230000000000004,77.79069767441875,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1,2,3,67.61,0.03333333333333333,0.035,0.034,0.031,69.92,2.3100000000000023,69.30000000000007,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1.5,2,3,67.63,0.030333333333333334,0.03,0.029,0.032,69.82,2.1899999999999977,72.19780219780212,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,15°C,0.5,2,3,67.79,0.19499999999999998,0.198,0.189,0.198,69.8,2.009999999999991,10.307692307692262,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1,2,3,69.18,0.2353333333333333,0.229,0.236,0.241,69.98,0.7999999999999972,3.3994334277620277,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1.5,2,3,66.82,0.2836666666666667,0.29,0.286,0.275,69.88,3.0600000000000023,10.78730904817862,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,15°C,0.5,2,3,63.11,0.26966666666666667,0.267,0.254,0.288,69.97,6.859999999999999,25.438813349814584,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1,2,3,64.95,0.31433333333333335,0.309,0.313,0.321,70.12,5.170000000000002,16.447507953340406,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1.5,2,3,64.01,0.054,0.041,0.057,0.064,70.09,6.079999999999998,112.59259259259257,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,30°C,0.5,2,3,60.28,0.21033333333333334,0.206,0.211,0.214,69.83,9.549999999999997,45.40412044374008,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1,2,3,64.63,0.205,0.205,0.21,0.2,70.29,5.660000000000011,27.60975609756103,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1.5,2,3,67.7,0.20233333333333334,0.199,0.201,0.207,70.17,2.469999999999999,12.207578253706748,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,30°C,0.5,2,3,63.63,0.20333333333333337,0.203,0.218,0.189,69.86,6.229999999999997,30.63934426229506,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1,2,3,63.99,0.19400000000000003,0.201,0.198,0.183,70.14,6.149999999999999,31.70103092783504,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1.5,2,3,62.88,0.03966666666666666,0.039,0.039,0.041,70.04,7.160000000000004,180.50420168067237,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,4°C,0.5,3,5,64.43,0.10533333333333333,0.1,0.111,0.105,69.99,5.559999999999988,52.784810126582165,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1,3,5,65.66,0.04866666666666667,0.051,0.049,0.046,69.89,4.230000000000004,86.91780821917816,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1.5,3,5,66.85,0.05000000000000001,0.053,0.048,0.049,70.1,3.25,64.99999999999999,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,4°C,0.5,3,5,65.21,0.04466666666666667,0.056,0.039,0.039,69.97,4.760000000000005,106.5671641791046,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1,3,5,66.76,0.037333333333333336,0.04,0.037,0.035,69.92,3.1599999999999966,84.64285714285704,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1.5,3,5,66.03,0.029333333333333333,0.03,0.027,0.031,69.82,3.789999999999992,129.20454545454518,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,15°C,0.5,3,5,65.32,0.15133333333333332,0.159,0.151,0.144,69.8,4.480000000000004,29.603524229074917,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1,3,5,67.56,0.20333333333333337,0.2,0.207,0.203,69.98,2.4200000000000017,11.901639344262302,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1.5,3,5,64.47,0.22133333333333335,0.225,0.219,0.22,69.88,5.409999999999997,24.44277108433733,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,15°C,0.5,3,5,62.98,0.41933333333333334,0.19,0.89,0.178,69.97,6.990000000000002,16.669316375198733,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1,3,5,62.89,0.204,0.209,0.204,0.199,70.12,7.230000000000004,35.44117647058826,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1.5,3,5,62.43,0.07,0.059,0.071,0.08,70.09,7.660000000000004,109.42857142857147,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,30°C,0.5,3,5,58.48,0.18000000000000002,0.179,0.183,0.178,69.83,11.350000000000001,63.05555555555556,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1,3,5,62.86,0.15466666666666665,0.163,0.149,0.152,70.29,7.430000000000007,48.03879310344833,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1.5,3,5,63.56,0.18066666666666667,0.181,0.189,0.172,70.17,6.609999999999999,36.58671586715867,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,30°C,0.5,3,5,62.85,0.15133333333333335,0.139,0.157,0.158,69.86,7.009999999999998,46.32158590308368,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1,3,5,59.15,0.22566666666666668,0.219,0.231,0.227,70.14,10.990000000000002,48.70014771048745,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1.5,3,5,60.03,0.04866666666666667,0.048,0.05,0.048,70.04,10.010000000000005,205.6849315068494,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,4°C,0.5,4,7,59.55,0.12566666666666668,0.123,0.127,0.127,69.99,10.439999999999998,83.07692307692305,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1,4,7,61.27,0.05366666666666667,0.054,0.054,0.053,69.89,8.619999999999997,160.6211180124223,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1.5,4,7,67.11,0.04933333333333333,0.046,0.049,0.053,70.1,2.989999999999995,60.608108108108006,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,4°C,0.5,4,7,60.09,0.03766666666666666,0.039,0.038,0.036,69.97,9.879999999999995,262.3008849557521,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1,4,7,64.44,0.043333333333333335,0.046,0.046,0.038,69.92,5.480000000000004,126.46153846153855,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1.5,4,7,64.33,0.039,0.038,0.034,0.045,69.82,5.489999999999995,140.76923076923063,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,15°C,0.5,4,7,66.65,0.17933333333333334,0.179,0.178,0.181,69.8,3.1499999999999915,17.565055762081737,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1,4,7,66.98,0.23766666666666666,0.243,0.24,0.23,69.98,3,12.622720897615709,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1.5,4,7,63.87,0.25066666666666665,0.249,0.249,0.254,69.88,6.009999999999998,23.97606382978723,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,15°C,0.5,4,7,61.76,0.22966666666666669,0.229,0.226,0.234,69.97,8.21,35.74746008708273,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1,4,7,61.3,0.241,0.239,0.237,0.247,70.12,8.820000000000007,36.59751037344402,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,15°C,1.5,4,7,61.01,0.22033333333333335,0.221,0.223,0.217,70.09,9.080000000000005,41.210287443267795,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,30°C,0.5,4,7,56.97,0.21066666666666667,0.208,0.211,0.213,69.83,12.86,61.04430379746835,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1,4,7,60.27,0.21066666666666667,0.204,0.217,0.211,70.29,10.020000000000003,47.56329113924052,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,30°C,1.5,4,7,65.43,0.20633333333333334,0.198,0.208,0.213,70.17,4.739999999999995,22.972536348949895,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,30°C,0.5,4,7,64.2,0.20000000000000004,0.196,0.206,0.198,69.86,5.659999999999997,28.299999999999976,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1,4,7,57.4,0.26133333333333336,0.256,0.261,0.267,70.14,12.740000000000002,48.75,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,30°C,1.5,4,7,58.92,0.043666666666666666,0.04,0.04,0.051,70.04,11.120000000000005,254.65648854961842,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,4°C,0.5,5,9,51.47,0.16833333333333333,0.16,0.18,0.165,69.99,18.519999999999996,110.019801980198,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1,5,9,56.58,0.06233333333333333,0.063,0.063,0.061,69.89,13.310000000000002,213.52941176470594,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,4°C,1.5,5,9,63.58,0.05266666666666667,0.048,0.051,0.059,70.1,6.519999999999996,123.79746835443031,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,M2-6B2,4°C,0.5,5,9,58.68,0.03966666666666666,0.042,0.04,0.037,69.97,11.29,284.6218487394958,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1,5,9,61.39,0.03933333333333333,0.041,0.039,0.038,69.92,8.530000000000001,216.86440677966107,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,M2-6B2,4°C,1.5,5,9,63.21,0.041,0.04,0.034,0.049,69.82,6.609999999999992,161.21951219512175,NA,NA,NA,NA,NA,FALSE
exp10,temp_salinity,SW2C3,15°C,0.5,5,9,60.32,0.22733333333333336,0.226,0.224,0.232,69.8,9.479999999999997,41.700879765395875,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1,5,9,65.7,0.286,0.285,0.29,0.283,69.98,4.280000000000001,14.96503496503497,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
exp10,temp_salinity,SW2C3,15°C,1.5,5,9,61.09,0.3456666666666666,0.342,0.35,0.345,69.88,8.789999999999992,25.429122468659575,A2,B. zhangzhouensis,Qaidam,TRUE,Surfactin,TRUE
